Id,EmpName,Address,City,County,State,Phone,Email,Designation,SSN,SSN_encrypted
5396, shelby d  burns,47260 Whipple Ave Nw,Gardena,Los Angeles,CA,396-495-6284,shelbyd.burns_5396@gmail.com,CareManager,481106234,NULL
5060, shirley a  barron,47252 Whipple Ave Nw,Gardena,Los Angeles,CA,296-061-8984,shirleya.barron_5060@morasca.com,CareManager,314126881,NULL
12256, catherine   mcmullen,338 Marquette Ave,Hayward,Alameda,CA,282-044-3692,catherine.mcmullen_12256@saylors.org,CareManager,518948084,NULL
9529, vicki m  adcox,47358 Whipple Ave Nw,Gardena,Los Angeles,CA,856-374-5669,vickim.adcox_9529@yglesias.com,CareManager,310558702,NULL
13944, liana m  white,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,276-081-3814,lianam.white_13944@dickerson.org,CareManager,368122651,NULL
18937, sherry a  agosto,47582 Whipple Ave Nw,Gardena,Los Angeles,CA,973-550-0189,sherrya.agosto_18937@chui.com,CareManager,290721872,NULL
12179, heather l  mayo,5067 Black Horse Pike,Burlingame,San Mateo,CA,799-466-8412,heatherl.mayo_12179@perin.org,CareManager,411875906,NULL
18357, kimberly a  thompson,99385 Charity St #1254,San Jose,Santa Clara,CA,502-107-4779,kimberlya.thompson_18357@centini.org,CareManager,374303107,NULL
18690, beth a  williams,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,747-988-2140,betha.williams_18690@reitler.com,CareManager,263024296,NULL
4539, casie l  white,99385 Charity St #925,San Jose,Santa Clara,CA,504-241-1988,casiel.white_4539@shinko.com,CareManager,451914390,NULL
2683, amanda l  manata,47195 Whipple Ave Nw,Gardena,Los Angeles,CA,320-826-9969,amandal.manata_2683@uyetake.org,CareManager,263861022,NULL
1049, reanna d  cravatt,4802 Black Horse Pike,Burlingame,San Mateo,CA,377-612-2956,reannad.cravatt_1049@uyetake.org,CareManager,460421757,NULL
18626, leah t  whidden,47575 Whipple Ave Nw,Gardena,Los Angeles,CA,865-887-1491,leaht.whidden_18626@morasca.com,CareManager,325761354,NULL
10601, sonya g  dendall,299 Marquette Ave,Hayward,Alameda,CA,945-942-1815,sonyag.dendall_10601@barfield.com,CareManager,466177738,NULL
395, melinda m  beadling,68556 Central Hwy,San Leandro,Alameda,CA,507-189-9749,melindam.beadling_395@vocelka.com,CareManager,312215085,NULL
12180, pamela b  mayo,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,905-559-9261,pamelab.mayo_12180@saylors.org,CareManager,421695041,NULL
16968, sherri s  mead,83649 W Belmont Ave,Margate,Broward ,FL,762-326-3980,sherris.mead_16968@saylors.org,CareManager,349519294,NULL
19799, meredith c  cordero,518 Marquette Ave,Hayward,Alameda,CA,698-588-3368,meredithc.cordero_19799@gmail.com,CareManager,508128077,NULL
18203, tiffany e  stephens,480 Marquette Ave,Hayward,Alameda,CA,335-007-1034,tiffanye.stephens_18203@gmail.com,CareManager,297958643,NULL
11542, aliceson e  irwin,321 Marquette Ave,Hayward,Alameda,CA,862-716-3203,alicesone.irwin_11542@lindall.com,CareManager,293461179,NULL
17724, rosalinda j  rivera,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,874-561-8070,rosalindaj.rivera_17724@glick.com,CareManager,432505588,NULL
19883, pamela l  csolkovits,520 Marquette Ave,Hayward,Alameda,CA,415-889-2888,pamelal.csolkovits_19883@rim.org,CareManager,259048752,NULL
4078, dayle l  stahl,68556 Central Hwy,San Leandro,Alameda,CA,771-279-7832,daylel.stahl_4078@caudy.org,CareManager,268996779,NULL
2523, stacey m  legate,99385 Charity St #877,San Jose,Santa Clara,CA,826-497-5263,staceym.legate_2523@vocelka.com,CareManager,257146415,NULL
8189, tiffani j  puzel,4972 Black Horse Pike,Burlingame,San Mateo,CA,789-750-0088,tiffanij.puzel_8189@perin.org,CareManager,321251712,NULL
3422, kimberly a  plympton,47213 Whipple Ave Nw,Gardena,Los Angeles,CA,798-766-5126,kimberlya.plympton_3422@venere.org,CareManager,477123718,NULL
17392, rachel p  parkins,68556 Central Hwy,San Leandro,Alameda,CA,820-410-6756,rachelp.parkins_17392@vanausdal.org,CareManager,410027418,NULL
7451, cassandra r  mason,224 Marquette Ave,Hayward,Alameda,CA,962-032-5657,cassandrar.mason_7451@centini.org,CareManager,538461519,NULL
7979, kimberly   paradise,4967 Black Horse Pike,Burlingame,San Mateo,CA,619-807-6606,kimberly.paradise_7979@barfield.com,CareManager,300521873,NULL
11315, kelly d  hedrick,316 Marquette Ave,Hayward,Alameda,CA,654-909-6406,kellyd.hedrick_11315@yglesias.com,CareManager,541934465,NULL
6278, erika k  frye,47281 Whipple Ave Nw,Gardena,Los Angeles,CA,717-648-3555,erikak.frye_6278@aol.com,CareManager,434982165,NULL
9008, ashley m  toye,47346 Whipple Ave Nw,Gardena,Los Angeles,CA,697-086-9364,ashleym.toye_9008@venere.org,CareManager,310952971,NULL
19324, cherish l  botelho,68556 Central Hwy,San Leandro,Alameda,CA,770-235-5007,cherishl.botelho_19324@saylors.org,CareManager,490500365,NULL
10415, alicia n  corton,5025 Black Horse Pike,Burlingame,San Mateo,CA,383-723-3992,alician.corton_10415@centini.org,CareManager,456200130,NULL
8483, amanda g  sapp,4979 Black Horse Pike,Burlingame,San Mateo,CA,844-969-2712,amandag.sapp_8483@rim.org,CareManager,466651865,NULL
6006, melissa l  dumal,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,383-721-3947,melissal.dumal_6006@venere.org,CareManager,483207509,NULL
11574, sheila m  jenkins,5053 Black Horse Pike,Burlingame,San Mateo,CA,869-265-3945,sheilam.jenkins_11574@bowley.org,CareManager,268229178,NULL
6640, barbara j  henderson,68556 Central Hwy,San Leandro,Alameda,CA,654-047-1990,barbaraj.henderson_6640@lindall.com,CareManager,390821189,NULL
11297, rachel l  hatfield,5046 Black Horse Pike,Burlingame,San Mateo,CA,678-744-7588,rachell.hatfield_11297@slusarski.com,CareManager,407065501,NULL
15690, sandra l  futch,5151 Black Horse Pike,Burlingame,San Mateo,CA,222-197-9265,sandral.futch_15690@mulqueen.org,CareManager,346113794,NULL
17786, idalia   roman,47555 Whipple Ave Nw,Gardena,Los Angeles,CA,234-206-0292,idalia.roman_17786@venere.org,CareManager,287159842,NULL
13855, jessica e  walvick,47461 Whipple Ave Nw,Gardena,Los Angeles,CA,941-702-7762,jessicae.walvick_13855@uyetake.org,CareManager,269832767,NULL
15952, emily j  hardy,426 Marquette Ave,Hayward,Alameda,CA,606-685-8524,emilyj.hardy_15952@mondella.com,CareManager,297225581,NULL
15616, misty l  fluta,418 Marquette Ave,Hayward,Alameda,CA,682-343-6745,mistyl.fluta_15616@dickerson.org,CareManager,297594453,NULL
17388, wanda k  parker,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,597-159-2596,wandak.parker_17388@bowley.org,CareManager,406065165,NULL
11570, brandi r  jenkins,47407 Whipple Ave Nw,Gardena,Los Angeles,CA,894-077-6351,brandir.jenkins_11570@ostrosky.com,CareManager,280954978,NULL
8126, colleen f  pollock,47325 Whipple Ave Nw,Gardena,Los Angeles,CA,893-264-2858,colleenf.pollock_8126@reitler.com,CareManager,457464757,NULL
15354, marian   dolce,5143 Black Horse Pike,Burlingame,San Mateo,CA,250-774-1670,marian.dolce_15354@venere.org,CareManager,491081057,NULL
14443, kathy a  barnes,47475 Whipple Ave Nw,Gardena,Los Angeles,CA,408-096-2483,kathya.barnes_14443@centini.org,CareManager,280094041,NULL
16799, kelley   manson-wilkerson,5177 Black Horse Pike,Burlingame,San Mateo,CA,887-088-8164,kelley.manson-wilkerson_16799@centini.org,CareManager,410137835,NULL
19480, emily   burgos,510 Marquette Ave,Hayward,Alameda,CA,626-193-0761,emily.burgos_19480@mastella.com,CareManager,412256579,NULL
1546, lisa m  fowler,83 Marquette Ave,Hayward,Alameda,CA,590-215-6655,lisam.fowler_1546@vanausdal.org,CareManager,475429772,NULL
233, brittany n  arnett,69 Marquette Ave,Hayward,Alameda,CA,952-394-8412,brittanyn.arnett_233@cox.net,CareManager,419136922,NULL
3048, teri e  morris,4850 Black Horse Pike,Burlingame,San Mateo,CA,746-144-4578,terie.morris_3048@aol.com,CareManager,442784016,NULL
12427, angelina   morelli,47427 Whipple Ave Nw,Gardena,Los Angeles,CA,550-912-6834,angelina.morelli_12427@gmail.com,CareManager,493966502,NULL
19144, ruby m  barnes,502 Marquette Ave,Hayward,Alameda,CA,956-356-9664,rubym.barnes_19144@mondella.com,CareManager,484844842,NULL
14510, candice d  bell,47477 Whipple Ave Nw,Gardena,Los Angeles,CA,939-450-5468,candiced.bell_14510@reitler.com,CareManager,422458051,NULL
17366, anagel   palmer,47545 Whipple Ave Nw,Gardena,Los Angeles,CA,228-570-5369,anagel.palmer_17366@gmail.com,CareManager,366038195,NULL
2134, patricia   hyatt,97 Marquette Ave,Hayward,Alameda,CA,531-505-6754,patricia.hyatt_2134@morasca.com,CareManager,484440494,NULL
13276, desiree d  sennie,68556 Central Hwy,San Leandro,Alameda,CA,519-533-3085,desireed.sennie_13276@corrio.com,CareManager,392425852,NULL
4246, monique   thomas,68556 Central Hwy,San Leandro,Alameda,CA,733-813-3051,monique.thomas_4246@lindall.com,CareManager,463132779,NULL
10924, kelly l  ford,68556 Central Hwy,San Leandro,Alameda,CA,938-982-5507,kellyl.ford_10924@ostrosky.com,CareManager,462327527,NULL
15791, jennissy m  gonzalez,5153 Black Horse Pike,Burlingame,San Mateo,CA,557-113-6576,jennissym.gonzalez_15791@briddick.com,CareManager,266462431,NULL
15959, angela m  harper,5157 Black Horse Pike,Miami,Miami-Dade,FL,955-711-5210,angelam.harper_15959@barfield.com,CareManager,298415053,NULL
14556, keila n  bigio,5124 Black Horse Pike,Burlingame,San Mateo,CA,353-519-3135,keilan.bigio_14556@venere.org,CareManager,252117625,NULL
17182, wendy d  munson,68556 Central Hwy,San Leandro,Alameda,CA,866-372-8694,wendyd.munson_17182@morasca.com,CareManager,271498812,NULL
14675, kelly e  brannen,396 Marquette Ave,Hayward,Alameda,CA,957-184-0689,kellye.brannen_14675@yahoo.com,CareManager,391886533,NULL
19576, linda m  carnley,68556 Central Hwy,San Leandro,Alameda,CA,572-170-3835,lindam.carnley_19576@morasca.com,CareManager,261029079,NULL
7896, marci l  ockerman,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,844-699-7642,marcil.ockerman_7896@mondella.com,CareManager,525876108,NULL
2435, jennifer l  lafavor,4835 Black Horse Pike,Burlingame,San Mateo,CA,439-519-9794,jenniferl.lafavor_2435@centini.org,CareManager,336055606,NULL
4598, elizabeth   williams,47241 Whipple Ave Nw,Gardena,Los Angeles,CA,332-923-4051,elizabeth.williams_4598@gmail.com,CareManager,409701833,NULL
